Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	5/205	0.0036924982354696	0.0503947998615503	0	0	5.184210526315789	29.03910653213785	CDH5;SEMA6A;FLT1;PTPRM;SASH1
GO_Biological_Process_2023	Cardiac Epithelial To Mesenchymal Transition (GO:0060317)	2/19	0.0040040456388033	0.0531495921095949	0	0	23.869147659063625	131.7684366549516	NOTCH1;ENG
GO_Biological_Process_2023	Cardiac Ventricle Development (GO:0003231)	2/19	0.0040040456388033	0.0531495921095949	0	0	23.869147659063625	131.7684366549516	NOTCH1;ENG
GO_Biological_Process_2023	Regulation Of GTPase Activity (GO:0043087)	5/214	0.0044287415592079	0.055647797725534	0	0	4.958700579199194	26.87437105346752	DOCK9;CHN1;PLXNA2;RAPGEF1;PKP4
GO_Biological_Process_2023	Actin Filament-Based Transport (GO:0099515)	2/20	0.004434499847536	0.055647797725534	0	0	22.54195011337869	122.13995997533476	MYO1D;MYO1E
GO_Biological_Process_2023	Endothelial Cell Development (GO:0001885)	2/20	0.004434499847536	0.055647797725534	0	0	22.54195011337869	122.13995997533476	PECAM1;RAPGEF1
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043)	2/20	0.004434499847536	0.055647797725534	0	0	22.54195011337869	122.13995997533476	MEF2C;NOTCH1
GO_Biological_Process_2023	Negative Regulation Of Cell Motility (GO:2000146)	4/133	0.0044793892906002	0.055647797725534	0	0	6.385981912144703	34.53710520599195	DACH1;LIMCH1;LDLRAD4;ENG
GO_Biological_Process_2023	Cell-Cell Junction Organization (GO:0045216)	3/68	0.0048040547103092	0.0589256837251855	0	0	9.437747819191118	50.38148186551567	CDH5;CDH13;PKP4
GO_Biological_Process_2023	Regulation Of Dendritic Spine Development (GO:0060998)	2/21	0.0048853872583166	0.0591742531663609	0	0	21.354457572502685	113.63788950907964	MEF2C;SHANK3
GO_Biological_Process_2023	Cell-Cell Junction Assembly (GO:0007043)	3/71	0.0054200564280536	0.0648399343059746	0	0	9.020012128562763	47.06325773617709	CDH5;CDH13;PKP4
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	4/144	0.0059254727892939	0.0700217455222666	0	0	5.880952380952381	30.160433701721548	CXCL12;PLXNA2;CDH13;PKP4
GO_Biological_Process_2023	Negative Regulation Of Ossification (GO:0030279)	2/24	0.0063585473607634	0.0733503856259497	0	0	18.43970315398887	93.26719485343038	MEF2C;NOTCH1
GO_Biological_Process_2023	Regulation Of AMPA Receptor Activity (GO:2000311)	2/24	0.0063585473607634	0.0733503856259497	0	0	18.43970315398887	93.26719485343038	MEF2C;SHANK3
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	3/77	0.0067890554235683	0.0750057607723847	0	0	8.286152131512956	41.36814601724816	EGFL7;AKT3;CDH13
GO_Biological_Process_2023	Neuron Development (GO:0048666)	4/150	0.0068317816219663	0.0750057607723847	0	0	5.637557077625571	28.10981677297072	MEF2C;PTPRM;MAP4;FRYL
GO_Biological_Process_2023	Regulation Of Postsynapse Organization (GO:0099175)	2/25	0.0068890740028299	0.0750057607723847	0	0	17.637089618456077	87.79423275712823	TANC1;SHANK3
GO_Biological_Process_2023	Regulation Of Synapse Organization (GO:0050807)	2/25	0.0068890740028299	0.0750057607723847	0	0	17.637089618456077	87.79423275712823	TANC1;MEF2C
GO_Biological_Process_2023	Myotube Differentiation (GO:0014902)	2/25	0.0068890740028299	0.0750057607723847	0	0	17.637089618456077	87.79423275712823	ADAMTS5;MEF2C
GO_Biological_Process_2023	Regulation Of Neuron Differentiation (GO:0045664)	3/79	0.0072868662544485	0.0766849569167739	0	0	8.067281606077048	39.70459220465128	MEF2C;ZEB1;TCF4
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Membrane (GO:1905477)	3/79	0.0072868662544485	0.0766849569167739	0	0	8.067281606077048	39.70459220465128	PRKCH;FYN;SPTBN1
GO_Biological_Process_2023	Cardiac Muscle Cell Development (GO:0055013)	2/26	0.0074389947886241	0.0766849569167739	0	0	16.901360544217688	82.83389842043363	SORBS2;SLC8A1
GO_Biological_Process_2023	Cell-Cell Adhesion Mediated By Cadherin (GO:0044331)	2/26	0.0074389947886241	0.0766849569167739	0	0	16.901360544217688	82.83389842043363	CDH5;CDH13
GO_Biological_Process_2023	Dendritic Spine Organization (GO:0097061)	2/26	0.0074389947886241	0.0766849569167739	0	0	16.901360544217688	82.83389842043363	FYN;SHANK3
GO_Biological_Process_2023	Cardiac Muscle Cell Differentiation (GO:0055007)	2/27	0.0080081065105895	0.0808318250912633	0	0	16.224489795918366	78.32049478663112	MEF2C;SLC8A1
GO_Biological_Process_2023	Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)	2/27	0.0080081065105895	0.0808318250912633	0	0	16.224489795918366	78.32049478663112	CXCL12;ARHGAP18
GO_Biological_Process_2023	Regulation Of Protein Localization To Membrane (GO:1905475)	2/28	0.008596207471144	0.0832972503953854	0	0	15.599686028257455	74.19887958363982	FYN;SPTBN1
GO_Biological_Process_2023	Cell-Substrate Junction Assembly (GO:0007044)	2/28	0.008596207471144	0.0832972503953854	0	0	15.599686028257455	74.19887958363982	DST;PEAK1
GO_Biological_Process_2023	Establishment Of Endothelial Barrier (GO:0061028)	2/28	0.008596207471144	0.0832972503953854	0	0	15.599686028257455	74.19887958363982	PECAM1;RAPGEF1
