gene_id,gene_id,celltype,group,sub_id,sub_id_2,log2FoldChange_Control,lfcSE_Control,log2FoldChange_HF,lfcSE_HF,log2FC_diff,se_delta,z,pval,padj_diff
Nfatc2,Nfatc2,Adipocytes_Brown,time,Control,F,1.925436357349929,0.4915232169171852,0.5017435241247827,0.4061602913574385,-1.4236928332251462,0.6376215609938058,-2.2328178975098627,0.02556095554040394,0.9999939767421606
Il17re,Il17re,Adipocytes_Brown,time,Control,F,1.4364678207965196,0.3611434117929988,0.0202959431876152,0.2897938658797002,-1.4161718776089043,0.4630389277188141,-3.058429416692351,0.002225004877082881,0.8670831041194413
Cpt1c,Cpt1c,Adipocytes_Brown,time,Control,F,1.4129903576780776,0.5741214638425605,0.00132399173789,0.5277019362033414,-1.4116663659401876,0.7797979153072159,-1.8102976915295232,0.07024963485648361,0.9999939767421606
Asb2,Asb2,Adipocytes_Brown,time,Control,F,1.842225337356044,0.7694923115902591,-0.4385140595943136,0.5598039571837226,-1.4037112777617304,0.9515770531465517,-1.4751420004508513,0.14017437068226335,0.9999939767421606
Slc44a3,Slc44a3,Adipocytes_Brown,time,Control,F,1.6733744270063284,0.594835951228913,0.2734956270643948,0.4222837375899083,-1.3998787999419338,0.7294884261640538,-1.9189869910658686,0.05498598022449874,0.9999939767421606
Pck1,Pck1,Adipocytes_Brown,time,Control,F,1.440297799245509,0.3370478489986328,0.0420788347449999,0.2570859211770457,-1.3982189645005092,0.4239037902426155,-3.298434684201002,0.00097225496350406,0.8366787459183164
Brdt,Brdt,Adipocytes_Brown,time,Control,F,1.4002448845758224,0.5018489024059787,0.0027958137978844,0.364480149701158,-1.3974490707779381,0.6202403569361349,-2.253076658347517,0.024254315924510772,0.9999939767421606
Msh2,Msh2,Adipocytes_Brown,time,Control,F,1.7182078071329927,0.5466927874013925,0.322000512695311,0.4086862066253404,-1.3962072944376818,0.6825667874153521,-2.045524804575744,0.04080314633104587,0.9999939767421606
Phldb1,Phldb1,Adipocytes_Brown,time,Control,F,1.502090500911708,0.3755617015935006,-0.1160455548145353,0.2546919323798975,-1.3860449460971727,0.4537781089069986,-3.0544552918951875,0.0022546961757980988,0.8670831041194413
Gpr146,Gpr146,Adipocytes_Brown,time,Control,F,1.5218237898916585,0.2846120035814577,0.1393280872180221,0.4043065032119693,-1.3824957026736364,0.49443679183707784,-2.796102000292048,0.005172307345279847,0.9999939767421606
Osbp2,Osbp2,Adipocytes_Brown,time,Control,F,1.573990161800971,0.8057614873076957,0.1955999096203707,0.4803375994843836,-1.3783902521806004,0.9380702446548073,-1.4693891635885146,0.14172726483606524,0.9999939767421606
H1f4,H1f4,Adipocytes_Brown,time,Control,F,1.5652069084060678,0.629610229471468,0.1926134445242545,0.5707410822108407,-1.3725934638818134,0.8497966956739219,-1.6152021664349885,0.10626692156541684,0.9999939767421606
Bicdl1,Bicdl1,Adipocytes_Brown,time,Control,F,1.3729482264026878,0.5974004302016349,0.0048524495035737,0.5516370936437964,-1.368095776899114,0.8131363705362545,-1.682492416366605,0.09247339424793144,0.9999939767421606
Zfp395,Zfp395,Adipocytes_Brown,time,Control,F,1.4797876129328986,0.697229487180937,-0.1121441052731533,0.7710468659409067,-1.3676435076597453,1.0395394303593717,-1.3156244657183875,0.18830011773609145,0.9999939767421606
